LABORATORIO,PROVEEDOR,CUM,DESCRIPCION,PRECIO,CUM2,IVA,PRINCIPIO ACTIVO,REGULADOS,reg invima
AL PHARMA SAS,CRUZ VERDE,0,AL OXA 200MG/40ML(5MG/ML) SOL INY CAJ X 1 VIAL,"$165,592",,0,OXALIPLATINO,#N/D,2020M-0019783
AL PHARMA SAS,CRUZ VERDE,0,AL OXA 50MG/10ML(5MG/ML) SOL INY CAJ X 1VIAL X 10ML,"$58,991",,0,OXALIPLATINO,#N/D,2020M-0019783
MEGALABS COLOMBIA SAS,CRUZ VERDE,20015007-11,ALACIR 30MG TAB LIB RET INST CAJ X 30,$838,20015007-11,0,DULOXETINA,1339,2023M-0012055-R2
MEGALABS COLOMBIA SAS,CRUZ VERDE,20015009-11,ALACIR 60MG TAB LIB RET INST CAJ X 30,"$1,053",20015009-11,0,DULOXETINA,2678,2022M-0012202-R2
MEDICAL KIT LTDA,CRUZ VERDE,0,ALACRAMYN PLUS 1.8MG POLV INY CAJ X 1VIAL+DIL X 5ML,"$770,974",,0,FABOTERAPICO POLIVALENTE ANTIALACRAN,#N/D,NO REQUIERE - VITAL NO DISPONIBLE
PROCAPS SA,CRUZ VERDE,19966533-5,ALACTIN 0.5MG TAB INST CAJ X 4,"$3,587",19966533-5,0,CABERGOLINA,9483,2022M-0006280-R2
PROCAPS SA,CRUZ VERDE,19966533-7,ALACTIN 0.5MG TAB INST CAJ X 8,"$3,357",19966533-7,0,CABERGOLINA,9483,2022M-0006280-R2
PROCAPS SA,CRUZ VERDE,0,ALAP 2MG/ML(0.2%) SOL OFT FCO X 6ML(20GOTAS/ML) PROCAPS,"$135,188",,0,OLOPATADINA,#N/D,2018M-0008401-R1
PROCAPS SA,CRUZ VERDE,19987145-10,ALAP 2MG/ML(0.2%) SOL OFT INST CAJ X 25FCOX3ML GOTAS,"$6,741",19987145-10,0,OLOPATADINA,#N/D,2018M-0008401-R1
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,19928206-1,ALBENDAZOL 100MG/5ML(2%) SUSP ORAL FCO X 20ML AMER GEN,"$5,499",19928206-1,0,ALBENDAZOL,#N/D,2023M-0001309-R3
LABORATORIOS MINTLAB SAS,CRUZ VERDE,0,ALBENDAZOL 100MG/5ML(2%) SUSP ORAL FCO X 20ML MEMPHIS,"$5,453",,0,ALBENDAZOL,#N/D,2018M-0012934-R1
LABORATORIO PROFESIONAL FARMACEUTICO SA,CRUZ VERDE,230417-6,ALBENDAZOL 100MG/5ML(2%) SUSP ORAL INST CAJ X 12SOBX20ML LAPROFF,$986,230417-6,0,ALBENDAZOL,#N/D,2019 M-013108- R2
GENFAR SA,CRUZ VERDE,33439-1,ALBENDAZOL 100MG/5ML(2%) SUSP ORAL INST FCO X 20ML GENFAR,"$1,458",33439-1,0,ALBENDAZOL,#N/D,2022M-010770-R3
LABORATORIO PROFESIONAL FARMACEUTICO SA,CRUZ VERDE,230417-4,ALBENDAZOL 100MG/5ML(2%) SUSP ORAL INST FCO X 20ML LAPROFF,"$1,581",230417-4,0,ALBENDAZOL,#N/D,2019 M-013108- R2
GENFAR SA,CRUZ VERDE,0,ALBENDAZOL 200MG TAB INST CAJ X 2 GENFAR,$320,,0,ALBENDAZOL,#N/D,#N/D
ANGLOPHARMA SA,CRUZ VERDE,47203-3,ALBENDAZOL 200MG TAB INST CAJ X 50,$228,47203-3,0,ALBENDAZOL,#N/D,2020M-011528-R2
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,19929550-4,ALBENDAZOL 200MG TAB REC CAJ X 2 AMER GEN,"$1,094",19929550-4,0,ALBENDAZOL,#N/D,2019M-0001587-R2
TECNOQUIMICAS SA,CRUZ VERDE,38469-1,ALBENDAZOL 200MG TAB REC INST CAJ X 2 MK,$615,38469-1,0,ALBENDAZOL,#N/D,2010 M-012141 R2
SENSOLIFE SAS,CRUZ VERDE,19968545-1,ALBENDAZOL 200MG/5ML(4%) SUSP ORAL INST CAJ X 1FCOX10ML COASPHARMA,"$2,955",19968545-1,0,ALBENDAZOL,#N/D,2020M-0007124-R1
LABORATORIOS INCOBRA SA,CRUZ VERDE,0,ALBISAN 1GR/5ML(20%) SUSP ORAL INST FCO X 200ML,"$23,750",,0,SUCRALFATO,#N/D,#N/D
PROCAPS SA,CRUZ VERDE,19942227-2,ALBISEC (33.33+166.66)MG CAP INST CAJ X 12,"$1,702",19942227-2,0,ITRACONAZOL+SECNIDAZOL,#N/D,2019M-0003002-R2
PROCAPS SA,CRUZ VERDE,20063322-1,ALBISEC ONE (133.33+666.667)MG TAB REC INST CAJ X 6,"$6,707",20063322-1,0,ITRACONAZOL+SECNIDAZOL,#N/D,2013M-0014774
AMAREY NOVA MEDICAL SA,CRUZ VERDE,19907095-1,ALBUMINA HUMANA GRIFOLS 10GR/50ML(20%) SOL INY FCO X 50ML NOVA MEDICAL,"$333,580",19907095-1,0,ALBUMINA HUMANA,#N/D,2023MB-14354-R3
LABORATORIOS NATURAL FRESHLY INFABO INST FARCOLGCO BOTANICO,CRUZ VERDE,0,ALCACHOF AHORRE25% (75CAPSULA) 500MG CAP FCO X 50 NATURAL FRESHLY,"$27,134",,0,ALCACHOFA (CYNARA SCOLYMUSL),#N/D,PFT2024-0001430-R1
EXELTIS SAS,CRUZ VERDE,0,ALCAF 60MG POLV INY INST CAJ X 1VIAL,"$1,562,500",,0,CARFILZOMIB,#N/D,#N/D
LABORATORIOS ALCON DE COLOMBIA SA,CRUZ VERDE,111057-1,ALCAINE 5MG/ML(0.5%) SOL OFT INST FCO X 15ML,"$57,512",111057-1,0,PROPARACAINA,#N/D,2016M-07585-R3
TECNOQUIMICAS SA,CRUZ VERDE,0,ALCOHOL 70% SOL TOP INST FCO X 700ML MK,"$6,399",,0,ALCOHOL ETILICO (ETANOL),#N/D,#N/D
BODEGAS DE MOSELA LTDA,CRUZ VERDE,0,ALCOHOL ANTISEPTICO 70% SOL TOP FCO X 1000ML BODEGAS MOSELA,"$9,089",,19,ALCOHOL ETILICO (ETANOL),#N/D,NO REQUIERE - VITAL NO DISPONIBLE
TECNOQUIMICAS SA,CRUZ VERDE,229858-1,ALCOHOL ANTISEPTICO 70% SOL TOP FCO X 120ML MK,"$2,456",229858-1,0,ALCOHOL ETILICO (ETANOL),#N/D,2021M-011909-R2
JGB SA,CRUZ VERDE,19987662-3,ALCOHOL ANTISEPTICO 70% SOL TOP FCO X 350ML JGB,"$4,890",19987662-3,0,ALCOHOL ETILICO (ETANOL),#N/D,2020M-0007725-R1
DISTRIBUIDORA GLX SAS,CRUZ VERDE,0,ALCOHOL ANTISEPTICO 70% SOL TOP FCO X 500ML NATURALE,"$13,087",,0,ALCOHOL ETILICO (ETANOL),#N/D,NO REQUIERE
JGB SA,CRUZ VERDE,0,ALCOHOL ANTISEPTICO 70% SOL TOP FCO X 700ML JGB,"$7,989",,0,ALCOHOL ETILICO (ETANOL),#N/D,2020M-0007725-R1
BODEGAS DE MOSELA LTDA,CRUZ VERDE,0,ALCOHOL ANTISEPTICO 70% SOL TOP FCO X 750ML BODEGAS MOSELA,"$7,271",,19,ALCOHOL ETILICO (ETANOL),#N/D,NO REQUIERE - VITAL NO DISPONIBLE
QUIRUMEDICAS LTDA,CRUZ VERDE,0,ALCOHOL ANTISEPTICO 70% SOL TOP GAR X 3750ML QUIRUMEDICAS,"$27,307",,0,ALCOHOL ETILICO (ETANOL),#N/D,2021M-0008289-R1
BODEGAS DE MOSELA LTDA,CRUZ VERDE,0,ALCOHOL ANTISEPTICO 70% SOL TOP GAR X 3800ML BODEGAS MOSELA,"$30,294",,19,ALCOHOL ETILICO (ETANOL),#N/D,NO REQUIERE - VITAL NO DISPONIBLE
DISTRIBUIDORA GLX SAS,CRUZ VERDE,0,ALCOHOL ANTISEPTICO 70% SOL TOP GAR X 3800ML NATURALE,"$96,942",,0,ALCOHOL ETILICO (ETANOL),#N/D,NO REQUIERE
TECNOQUIMICAS SA,CRUZ VERDE,229858-5,ALCOHOL ANTISEPTICO 70% SOL TOP INST FCO X 350ML MK,"$3,683",229858-5,0,ALCOHOL ETILICO (ETANOL),#N/D,2021M-011909-R2
TECNOQUIMICAS SA,CRUZ VERDE,0,ALCOHOL ETILICO (ETANOL) 70% SOL TOP FCO X 3700ML MK,"$26,487",,0,ALCOHOL ETILICO (ETANOL),#N/D,2021M-011909-R2
BODEGAS DE MOSELA LTDA,CRUZ VERDE,0,ALCOHOL ETILICO (ETANOL) 70% SOL TOP GAR X 20LT BODEGAS MOSELA,"$121,176",,0,ALCOHOL ETILICO (ETANOL),#N/D,NO REQUIERE - VITAL NO DISPONIBLE
PROQUILAB SAS,CRUZ VERDE,0,ALCOHOL ETILICO INDUSTRIAL 96% GAL X 4KILOS (3.75L) PROQUILAB LTDA,"$43,835",,19,,#N/D,NO REQUIERE
QUIRUMEDICAS LTDA,CRUZ VERDE,0,ALCOHOL GLICERIN SIST CERRADO 63% GEL TOP BOL X 1,"$35,452",,0,ALCOHOL ISOPROPILICO (ISOPROPANOL),#N/D,2021M-0002318-R2
RONELLY SA,CRUZ VERDE,0,ALCOHOL GLICERINADO HAND RUB BOL X 850ML,"$36,130",,0,,#N/D,NSOC40024-10CO
SISTEMAS Y PROGRAMAS DE HIGIENE INDUSTRIAL GOVI LTDA SPHI GOVI LTDA,CRUZ VERDE,0,ALCOHOL GLICERINADO PURELL BOL X 1000ML,"$37,188",,0,,#N/D,0
JGB SA,CRUZ VERDE,0,ALCOHOL JGB 70% SOL TOP FCO X 120ML JGB,"$3,029",,0,ALCOHOL ETILICO (ETANOL),#N/D,2020M-0007725-R1
LABORATORIOS LA SANTE SA,CRUZ VERDE,19938746-1,ALCOHOL POLIVINILICO 14MG/ML(1.4%) SOL OFT INST FCO X 15ML,"$5,072",19938746-1,0,ALCOHOL POLIVINILICO,#N/D,2023M-0002687-R2
LABORATORIOS LA SANTE SA,CRUZ VERDE,19938746-1,ALCOHOL POLIVINILICO LAGRIMAS 14MG/ML(1.4%) SOL OFT FCO X 15ML LA SANTE,"$16,539",19938746-1,0,ALCOHOL POLIVINILICO,#N/D,2023M-0002687-R2
PFIZER SAS,CRUZ VERDE,29282-10,ALDACTONE 100MG TAB INST CAJ X 30,"$2,844",29282-10,0,ESPIRONOLACTONA,#N/D,2018M-000517-R4
PFIZER SAS,CRUZ VERDE,49664-6,ALDACTONE 25MG TAB INST CAJ X 30,$785,49664-6,0,ESPIRONOLACTONA,#N/D,2023M-006221-R4
ASPEN COLOMBIANA SAS,CRUZ VERDE,45047-2,ALDOMET 250MG TAB INST CAJ X 30,$895,45047-2,0,METILDOPA,#N/D,2023M-005601-R4
ASPEN COLOMBIANA SAS,CRUZ VERDE,49449-1,ALDOMET 500MG TAB REC INST CAJ X 30,"$1,189",49449-1,0,METILDOPA,#N/D,2023M-006349-R4
LABORATORIOS ALDOQUIN LTDA,CRUZ VERDE,35258-1,ALDOQUIN 4% CREM TOP TUB X 15GR,"$22,242",35258-1,0,HIDROQUINONA,#N/D,2017M-002595-R3
SANOFI AVENTIS DE COLOMBIA SA,CRUZ VERDE,19961931-1,ALDURAZYME 2.9MG/5ML(0.58MG/ML) SOL INY INST VIAL X 5ML,"$1,559,070",19961931-1,0,LARONIDASA,1574818,2018M-0006171-R1
PRODUCTOS ROCHE SA,CRUZ VERDE,20157000-1,ALECENSA 150MG CAP CAJ X 224,"$84,633",20157000-1,0,ALECTINIB,#N/D,2020M-19584
GESTIFARMA SAS,CRUZ VERDE,20157000-1,ALECENSA 150MG CAP CAJ X 224,"$83,114",20157000-1,0,ALECTINIB,#N/D,NO REQUIERE - IMPORTADO
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20131050-2,ALECRIX 2.5MG/ML(0.25%) SOL OFT FCO X 5ML,"$118,522",20131050-2,0,ALCAFTADINA,#N/D,2023M-0018219-R1
NOVAMED SA,CRUZ VERDE,0,ALENAT 200MG/5ML(4%) POLV SUSP ORAL FCO X 15ML,"$56,981",,0,AZITROMICINA,#N/D,2020M-0019971
NOVAMED SA,CRUZ VERDE,0,ALENAT 500MG TAB REC CAJ X 3,"$29,823",,0,AZITROMICINA,#N/D,2021M-0020052
CLOSTER PHARMA SAS,CRUZ VERDE,20096059-2,ALENCAL 2.5MG TAB CAJ X 30,"$1,644",20096059-2,0,LEVOAMLODIPINO,#N/D,2023M-0017298-R1
CLOSTER PHARMA SAS,CRUZ VERDE,20065404-3,ALENCAL IRBE (150+2.5)MG TAB REC CAJ X 30,"$2,459",20065404-3,0,IRBESARTAN+LEVOAMLODIPINO,4909,2023M-0015373-R1
CLOSTER PHARMA SAS,CRUZ VERDE,20064424-3,ALENCAL IRBE (300+2.5)MG TAB REC CAJ X 30,"$2,740",20064424-3,0,IRBESARTAN+LEVOAMLODIPINO,9819,2023M-0015106-R1
CLOSTER PHARMA SAS,CRUZ VERDE,20075496-3,ALENCAL VALS (2.5+160)MG TAB REC CAJ X 30,"$1,716",20075496-3,0,LEVOAMLODIPINO+VALSARTAN,1859,2023M-0015962-R1
CLOSTER PHARMA SAS,CRUZ VERDE,20049458-4,ALENCAL VALS (2.5+80)MG TAB REC CAJ X 30,"$1,030",20049458-4,0,LEVOAMLODIPINO+VALSARTAN,929,2023M-0014128-R1
CLOSTER PHARMA SAS,CRUZ VERDE,20049457-3,ALENCAL VALS (5+160)MG TAB REC CAJ X 30,"$1,716",20049457-3,0,LEVOAMLODIPINO+VALSARTAN,1859,2013M-0014108
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,19963012-7,ALENDRONATO 70MG TAB CAJ X 4 AMER GEN,"$8,741",19963012-7,0,ALENDRONICO ACIDO,#N/D,2022M-0005619-R2
LABORATORIOS MINTLAB SAS,CRUZ VERDE,19964384-3,ALENDRONATO 70MG TAB CAJ X 4 MINTLAB,"$2,957",19964384-3,0,ALENDRONICO ACIDO,#N/D,2017M-0005947-R1
TECNOQUIMICAS SA,CRUZ VERDE,19930610-2,ALENDRONATO 70MG TAB INST CAJ X 4 MK,$686,19930610-2,0,ALENDRONICO ACIDO,#N/D,2022M-0001729-R2
LABORATORIOS LA SANTE SA,CRUZ VERDE,0,ALENDRONATO SODICO 70MG TAB INST CAJ X 4,$344,,0,ALENDRONICO ACIDO,#N/D,#N/D
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,0,ALERCARE LIB PRESERVANTES 2MG/ML(0.2%) SOL OFT FCO X 10ML,"$110,348",,0,OLOPATADINA,#N/D,2021M-0016251-R1
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,0,ALERCARE LIB PRESERVANTES 2MG/ML(0.2%) SOL OFT INST FCO X 10ML,"$73,058",,0,OLOPATADINA,#N/D,2021M-0016251-R1
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20135910-3,ALERCARE PLUS 7.76MG/ML(0.776%) SOL OFT FCO X 5ML,"$101,823",20135910-3,0,OLOPATADINA,#N/D,2023M-0018240-R1
PROCAPS SA,CRUZ VERDE,14958-6,ALERCET 10MG CAP BLAND INST CAJ X 10,"$1,721",14958-6,0,CETIRIZINA,#N/D,2021M-002663-R3
PROCAPS SA,CRUZ VERDE,51135-2,ALERCET 10MG/ML SOL ORAL INST FCO X 15ML UVA,"$38,621",51135-2,0,CETIRIZINA,#N/D,2017M-002891-R2
PROCAPS SA,CRUZ VERDE,3521-6,ALERCET 5MG/5ML(1MG/ML) JBE INST FCO X 60ML UVA,"$38,500",3521-6,0,CETIRIZINA,#N/D,2021M-002103-R3
PROCAPS SA,CRUZ VERDE,19994003-3,ALERCET D (5+15)MG CAP CAJ X 10,"$10,420",19994003-3,0,CETIRIZINA+FENILEFRINA,#N/D,2009M-0008721
PROCAPS SA,CRUZ VERDE,19983547-4,ALERCET D JARABE (5+10)MG/5ML(0.1+0.2)% JBE FCO X 60ML CEREZA,"$102,465",19983547-4,0,CETIRIZINA+FENILEFRINA,#N/D,2022M-0007606-R1
TECNOQUIMICAS SA,CRUZ VERDE,20081078-11,ALERFAST 120MG TAB REC INST CAJ X 10,$943,20081078-11,0,FEXOFENADINA,#N/D,2022M-0015804-R1
TECNOQUIMICAS SA,CRUZ VERDE,20081076-11,ALERFAST 180MG TAB REC INST CAJ X 10,$691,20081076-11,0,FEXOFENADINA,#N/D,2022M-0015836-R1
TECNOQUIMICAS SA,CRUZ VERDE,20068278-1,ALERFAST 30MG/5ML(0.6%) SUSP ORAL INST FCO X 150ML,"$18,004",20068278-1,0,FEXOFENADINA,#N/D,2020M-0015464-R1
TECNOQUIMICAS SA,CRUZ VERDE,20102220-3,ALERFAST D (15+30)MG/5ML(0.3+0.6)% SUSP ORAL INST FCO X 90ML,"$20,993",20102220-3,0,FENILEFRINA+FEXOFENADINA,#N/D,2022M-0017157-R1
TECNOQUIMICAS SA,CRUZ VERDE,20154416-1,ALERFAST D (25+60)MG TAB REC INST CAJ X 10,"$4,766",20154416-1,0,FENILEFRINA+FEXOFENADINA,#N/D,2020M 19787
TECNOQUIMICAS SA,CRUZ VERDE,20169706-1,ALERNESS 5MG TAB REC INST CAJ X 10,$612,20169706-1,0,LEVOCETIRIZINA,#N/D,2021M-0020451
TECNOQUIMICAS SA,CRUZ VERDE,20174437-3,ALERNESS 5MG/5ML(1%) SOL ORAL INST FCO X 60ML,"$17,486",20174437-3,0,LEVOCETIRIZINA,#N/D,2020M-0019797
QUIMICA PATRIC LTDA,CRUZ VERDE,20028763-2,ALERTADINA 2MG TAB INST CAJ X 20,$230,20028763-2,0,TIZANIDINA,#N/D,2023M-0012451-R2
BIOCHEM FARMACEUTICA DE COLOMBIA LTDA,CRUZ VERDE,1980084-2,ALERVIDEN 1 MG 5MG/5ML(0.1%) JBE JBE X 50ML,"$22,850",1980084-2,0,CETIRIZINA,#N/D,2021M-003013-R3
BIOCHEM FARMACEUTICA DE COLOMBIA LTDA,CRUZ VERDE,0,ALERVIDEN 10MG/ML(1%) SOL ORAL INST FCO X 15ML GOTAS,"$4,308",,0,CETIRIZINA,#N/D,2016M-0005383-R1
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20076801-3,ALERXY 1MG/ML(0.1%) SOL NAS SPRAY X 140DOSIS,"$102,776",20076801-3,0,AZELASTINA,#N/D,2020M-0015887-R1
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20067610-1,ALERXY C (137+50)MCG/DOSIS SUSP NAS INST FCO X 140DOSIS,"$61,675",20067610-1,0,AZELASTINA+FLUTICASONA,#N/D,2020M-0016243-R1
ADIUM SAS,CRUZ VERDE,20028750-1,ALEVIAN DUO (100+300)MG CAP BLAND CAJ X 16,"$9,120",20028750-1,0,PINAVERIO BROMURO+SIMETICONA (DIMETILPOLISILOXANO),#N/D,2017M-0012353-R1
ADIUM SAS,CRUZ VERDE,20028750-2,ALEVIAN DUO (100+300)MG CAP BLAND INST CAJ X 32,"$1,825",20028750-2,0,PINAVERIO BROMURO+SIMETICONA (DIMETILPOLISILOXANO),#N/D,2017M-0012353-R1
ADIUM SAS,CRUZ VERDE,20028750-8,ALEVIAN DUO (100+300)MG CAP BLAND INST CAJ X 64,"$1,825",20028750-8,0,PINAVERIO BROMURO+SIMETICONA (DIMETILPOLISILOXANO),#N/D,2017M-0012353-R1
NESTLE DE COLOMBIA SA,CRUZ VERDE,0,ALFARE NESTLE ALIMENTO PROPOSITOS MEDICOS ESPECIALES INST LAT X 400GR,"$75,755",,0,,#N/D,RSA-0007351-2019
MEGALABS COLOMBIA SAS,CRUZ VERDE,20019360-2,ALGI-B (325+2)MG TAB REC INST CAJ X 20,$889,20019360-2,0,ACETAMINOFEN+TIZANIDINA,#N/D,2021M-0011163-R2
BIOCHEM FARMACEUTICA DE COLOMBIA LTDA,CRUZ VERDE,19947544-1,ALGIFEN GOTAS 15MG/ML(1.5%) SUSP ORAL FCO X 20 ML,"$31,924",19947544-1,0,DICLOFENACO,#N/D,2015M-0004278-R1
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,58027-2,ALGIMIDE (325+15)MG TAB CAJ X 10 SIEGFRIED,"$1,432",58027-2,0,ACETAMINOFEN+CODEINA,#N/D,2017M-003494-R2
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,58027-10,ALGIMIDE (325+15)MG TAB INST CAJ X 100 SIEGFRIED,$112,58027-10,0,ACETAMINOFEN+CODEINA,#N/D,2017M-003494-R2
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,24032-4,ALGIMIDE (325+30)MG TAB CAJ X 30,$991,24032-4,0,ACETAMINOFEN+CODEINA,#N/D,2020M-007352-R2
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,0,ALGIMIDE F (325+30)MG TAB INST CAJ X 100,$232,,0,ACETAMINOFEN+CODEINA,#N/D,2020M-007352-R2
LABQUIFAR LTDA,CRUZ VERDE,20016210-2,ALGINACID (31.5+119.5)MG/5ML(0.63+2.39)% SUSP ORAL INST FCO X 360ML,"$9,521",20016210-2,0,ALUMINIO HIDROXIDO+MAGNESIO CARBONATO,#N/D,2021M-0011294-R2
JGB SA,CRUZ VERDE,0,ALGODON POMITOS BOL X 100GR JGB,"$8,059",,0,,#N/D,#N/D
TECNOQUIMICAS SA,CRUZ VERDE,0,ALGODON POMITOS BOL X 40GR MK,"$3,909",,0,,#N/D,2017DM-0002353R1
TECNOQUIMICAS SA,CRUZ VERDE,0,ALGODON POMOS BOL X 100GR MK,"$7,672",,0,,#N/D,2017DM-0002353R1
TECNOQUIMICAS SA,CRUZ VERDE,0,ALGODON POMOS BOL X 500GR MK INST,"$21,046",,0,,#N/D,2008DM-0002353
TECNOQUIMICAS SA,CRUZ VERDE,0,ALGODÓN REF BOL 012-06 ROLL X 500GR MK,"$25,365",,0,,#N/D,2017DM-0002353R1
JGB SA,CRUZ VERDE,0,ALGODON ZIG-ZAG BOL X 250GR,"$16,590",,0,,#N/D,#N/D
JGB SA,CRUZ VERDE,0,ALGODON ZIG-ZAG BOL X 25GR JGB,"$2,465",,0,,#N/D,2015DM-0003372-R1
TECNOQUIMICAS SA,CRUZ VERDE,0,ALGODON ZIG-ZAG BOL X 25GR MK,"$1,938",,0,,#N/D,2017DM-0002353R1
TECNOQUIMICAS SA,CRUZ VERDE,0,ALGODON ZIG-ZAG BOL X 50GR MK,"$3,715",,0,,#N/D,2017DM-0002353R1
JGB SA,CRUZ VERDE,0,ALGODON ZIGZAG PAG50LLEV75 SOB X 75GR JGB,"$3,790",,0,,#N/D,#N/D
TECNOQUIMICAS SA,CRUZ VERDE,0,ALGODONZIGZAGPAG100GRLLEV150GR PAQ X 1 MK,"$8,588",,0,,#N/D,2017DM-0002353R1
GLOBAL SERVICE PHARMACEUTICAL SAS,CRUZ VERDE,0,ALIMENTO DESNUTRICION SEVERA PLUMPY NUT INST CAJA x 150 SOBRES DE 92GR,"$8,084",,19,,#N/D,RSA-001755-2016
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,ALIMENTO ESPECIAL HIPERPROTEIC ENSURE INST FCO X 500ML,"$32,204",,0,,#N/D,RSA-006127-2018
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,150411,ALIMENTO ESPECIAL POLIMERICO ENSURE INST TAR X 400GR ADVANCE FRESA,"$45,921",150411,0,,#N/D,RSA-004359-2017
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,150412,ALIMENTO ESPECIAL POLIMERICO ENSURE INST TAR X 850GR ADVANCE FRESA,"$84,675",150412,0,,#N/D,RSA-004359-2017
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,150411,ALIMENTO ESPECIAL POLIMERICO ENSURE TAR X 400GR ADVANCE FRESA,"$78,803",150411,0,,#N/D,RSA-004359-2017
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,ALIMENTO ESPECIAL POLIMERICO INST ENSURE LAT X 237ML FIBRA CON FOS VAINILLA,"$9,419",,0,,#N/D,#N/D
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,150415,ALIMENTO ESPECIAL POLIMERICO INST ENSURE TAR X 400GR FRESA,"$45,921",150415,0,,#N/D,RSA-006275-2018
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,150415,ALIMENTO ESPECIAL POLIMERICO INST ENSURE TAR X 400GR VAINILLA,"$45,921",150415,0,,#N/D,RSA-006275-2018
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,150411,ALIMENTO ESPECIAL POLIMERICO INST ENSURE TAR X 400GR ADVANCE VAINILLA,"$45,921",150411,0,,#N/D,RSA-004359-2017
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,150412,ALIMENTO ESPECIAL POLIMERICO INST ENSURE TAR X 850GR ADVANCE VAINILLA,"$84,675",150412,0,,#N/D,RSA-004359-2017
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,150416,ALIMENTO ESPECIAL POLIMERICO INST ENSURE TAR X 900GR FRESA,"$89,485",150416,0,,#N/D,RSA-006275-2018
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,150416,ALIMENTO ESPECIAL POLIMERICO INST ENSURE TAR X 900GR VAINILLA,"$89,485",150416,0,,#N/D,RSA-006275-2018
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,140107,ALIMENTO ESPECIAL POLIMERICO INST GLUCERNA TAR X 400GR VAINILLA,"$39,883",140107,0,,#N/D,RSA-001023-2016
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,ALIMENTO ESPECIAL POLIMERICO INST GLUCERNA TAR X 900GR VAINILLA,"$89,632",,0,,#N/D,#N/D
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,170140,ALIMENTO ESPECIAL POLIMERICO INST PEDIASURE TAR X 400GR 1-13 ANOS CHOCOLATE,"$45,077",170140,0,,#N/D,RSA-000539-2015
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,170140,ALIMENTO ESPECIAL POLIMERICO INST PEDIASURE TAR X 400GR 1-13 ANOS FRESA,"$45,077",170140,0,,#N/D,RSA-000539-2015
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,170140,ALIMENTO ESPECIAL POLIMERICO INST PEDIASURE TAR X 400GR 1-13 ANOS VAINILLA,"$45,077",170140,0,,#N/D,RSA-000539-2015
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,170141,ALIMENTO ESPECIAL POLIMERICO INST PEDIASURE TAR X 900GR 1-13 ANOS FRESA,"$97,730",170141,0,,#N/D,RSA-000539-2015
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,170141,ALIMENTO ESPECIAL POLIMERICO INST PEDIASURE TAR X 900GR 1-13 ANOS VAINILLA,"$97,730",170141,0,,#N/D,RSA-000539-2015
BOYDORR SAS,CRUZ VERDE,0,ALIMENTO ESPECIAL POLIMERICO PROWHEY SOB X 56GR ONCARE NATURAL,"$5,174",,0,,#N/D,#N/D
FRESENIUS KABI COLOMBIA SAS,CRUZ VERDE,141008,ALIMENTO FRESUBIN RENAL CAJ X 24 FCO X 200ML VAINILLA,"$12,815",141008,0,,#N/D,RSA-002984-2017
LINEAS FARMACEUTICAS ESPECIALIZADAS SAS,CRUZ VERDE,0,ALIMENTO HIPERCALORICO HEPAMENT MEDTRITION SOB X 91GR,"$66,356",,0,,#N/D,RSA-0019147-2022
