LABORATORIO,PROVEEDOR,CUM,DESCRIPCION,PRECIO,CUM2,IVA,PRINCIPIO ACTIVO,REGULADOS,reg invima
ASOFARMA,SOLINSA FEBRERO,20232639-1,SACUBITRIL+VALSARTAN 50MG TAB CX30 (TEROVAN) - ASOFARMA,"$3,095",20232639-1,0,SACUBITRIL+VALSARTAN,#N/D,
ASOFARMA,SOLINSA FEBRERO,20232639-1,SACUBITRIL+VALSARTAN 50MG TAB CX30 (TEROVAN) - ASOFARMA,"$3,095",20232639-1,0,SACUBITRIL+VALSARTAN,#N/D,
ASOFARMA,SOLINSA FEBRERO,20232639-1,SACUBITRIL+VALSARTAN 50MG TAB CX30 (TEROVAN) - ASOFARMA,"$3,095",20232639-1,0,SACUBITRIL+VALSARTAN,#N/D,
HETERO,SOLINSA FEBRERO,20230057-2,SACUBITRIL+VALSARTAN 50MG TAB CX30 (VALATRIL) - HETERO LABS LIMITED,"$2,000",20230057-2,0,SACUBITRIL+VALSARTAN,#N/D,
HETERO,SOLINSA FEBRERO,20230057-2,SACUBITRIL+VALSARTAN 50MG TAB CX30 (VALATRIL) - HETERO LABS LIMITED,"$2,000",20230057-2,0,SACUBITRIL+VALSARTAN,#N/D,
HETERO,SOLINSA FEBRERO,20230057-2,SACUBITRIL+VALSARTAN 50MG TAB CX30 (VALATRIL) - HETERO LABS LIMITED,"$2,000",20230057-2,0,SACUBITRIL+VALSARTAN,#N/D,
ZAMBON,SOLINSA FEBRERO,20136519-2,SAFINAMIDA 100MG TAB CX30 (XADAGO) - ZAMBON,"$14,595",20136519-2,0,SAFINAMIDA,14599,
ZAMBON,SOLINSA FEBRERO,20136519-2,SAFINAMIDA 100MG TAB CX30 (XADAGO) - ZAMBON,"$14,595",20136519-2,0,SAFINAMIDA,14599,
ZAMBON,SOLINSA FEBRERO,20136519-2,SAFINAMIDA 100MG TAB CX30 (XADAGO) - ZAMBON,"$14,595",20136519-2,0,SAFINAMIDA,14599,
ZAMBON,SOLINSA FEBRERO,20123301-5,SAFINAMIDA 50MG TAB CX14 (XADAGO) - ZAMBON,"$7,290",20123301-5,0,SAFINAMIDA,7299,
ZAMBON,SOLINSA FEBRERO,20123301-5,SAFINAMIDA 50MG TAB CX14 (XADAGO) - ZAMBON,"$7,290",20123301-5,0,SAFINAMIDA,7299,
ZAMBON,SOLINSA FEBRERO,20123301-5,SAFINAMIDA 50MG TAB CX14 (XADAGO) - ZAMBON,"$7,290",20123301-5,0,SAFINAMIDA,7299,
ZAMBON,SOLINSA FEBRERO,20123301-5,SAFINAMIDA 50MG TAB CX14 (XADAGO) - ZAMBON,"$7,290",20123301-5,0,SAFINAMIDA,7299,
ZAMBON,SOLINSA FEBRERO,20123301-5,SAFINAMIDA 50MG TAB CX14 (XADAGO) - ZAMBON,"$7,290",20123301-5,0,SAFINAMIDA,7299,
CIPLA,SOLINSA FEBRERO,20083667-1,SALBUTAMOL 100MCG/DOSIS SUSP INH BUC FCOX200 DOSIS CX1 (SALBUMED) - CIPLA,"$3,906",20083667-1,0,SALBUTAMOL,#N/D,
CIPLA,SOLINSA FEBRERO,20083667-1,SALBUTAMOL 100MCG/DOSIS SUSP INH BUC FCOX200 DOSIS CX1 (SALBUMED) - CIPLA,"$3,906",20083667-1,0,SALBUTAMOL,#N/D,
CIPLA,SOLINSA FEBRERO,20083667-1,SALBUTAMOL 100MCG/DOSIS SUSP INH BUC FCOX200 DOSIS CX1 (SALBUMED) - CIPLA,"$3,906",20083667-1,0,SALBUTAMOL,#N/D,
GLAXOSMITHKLINE,SOLINSA FEBRERO,19900625-1,SALBUTAMOL 100MCG/DOSIS SUSP INH BUC FCOX200 DOSIS CX1 (VENTILAN OSP) - GLAXOSMITHKLINE,"$9,190",19900625-1,0,SALBUTAMOL,#N/D,
GLAXOSMITHKLINE,SOLINSA FEBRERO,19900625-1,SALBUTAMOL 100MCG/DOSIS SUSP INH BUC FCOX200 DOSIS CX1 (VENTILAN OSP) - GLAXOSMITHKLINE,"$9,190",19900625-1,0,SALBUTAMOL,#N/D,
GLAXOSMITHKLINE,SOLINSA FEBRERO,19900625-1,SALBUTAMOL 100MCG/DOSIS SUSP INH BUC FCOX200 DOSIS CX1 (VENTILAN OSP) - GLAXOSMITHKLINE,"$9,190",19900625-1,0,SALBUTAMOL,#N/D,
GLAXOSMITHKLINE,SOLINSA FEBRERO,33250-2,SALBUTAMOL 5MG/ML (0.5%) SOL NEB FCOX10ML CX1 (VENTILAN) - GLAXOSMITHKLINE,"$33,000",33250-2,0,SALBUTAMOL,#N/D,
GLAXOSMITHKLINE,SOLINSA FEBRERO,33250-2,SALBUTAMOL 5MG/ML (0.5%) SOL NEB FCOX10ML CX1 (VENTILAN) - GLAXOSMITHKLINE,"$33,000",33250-2,0,SALBUTAMOL,#N/D,
GLAXOSMITHKLINE,SOLINSA FEBRERO,33250-2,SALBUTAMOL 5MG/ML (0.5%) SOL NEB FCOX10ML CX1 (VENTILAN) - GLAXOSMITHKLINE,"$33,000",33250-2,0,SALBUTAMOL,#N/D,
ABBOTT,SOLINSA FEBRERO,20060505-1,SALES DE REHIDRATACION 30 MEQ SOL ORL FCOX500ML (PEDIALYTE ACTIVE COCO + ZINC) - ABBOTT,"$5,568",20060505-1,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20060505-1,SALES DE REHIDRATACION 30 MEQ SOL ORL FCOX500ML (PEDIALYTE ACTIVE COCO + ZINC) - ABBOTT,"$5,568",20060505-1,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20060505-4,SALES DE REHIDRATACION 30 MEQ SOL ORL FCOX500ML (PEDIALYTE CEREZA + ZINC) - ABBOTT,"$5,568",20060505-4,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20060505-4,SALES DE REHIDRATACION 30 MEQ SOL ORL FCOX500ML (PEDIALYTE CEREZA + ZINC) - ABBOTT,"$5,568",20060505-4,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20060505-4,SALES DE REHIDRATACION 30 MEQ SOL ORL FCOX500ML (PEDIALYTE CEREZA + ZINC) - ABBOTT,"$5,568",20060505-4,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020607-1,SALES DE REHIDRATACION 45 MEQ SOL ORL FCOX500ML (PEDIALYTE FRESA + ZINC) - ABBOTT,"$6,371",20020607-1,0,SALES DE REHIDRATACION,#N/D,
BIOFLUIDOS & FARMA,SOLINSA FEBRERO,20057155-5,SALES DE REHIDRATACION 60 MEQ SOL ORL FCO*500ML (PEDIASOL CEREZA ZINC 60) - BIOFLUIDOS & FARMA,"$6,755",20057155-5,0,SALES DE REHIDRATACION,#N/D,
BIOFLUIDOS & FARMA,SOLINSA FEBRERO,20057155-6,SALES DE REHIDRATACION 60 MEQ SOL ORL FCO*500ML (PEDIASOL UVA ZINC 60) - BIOFLUIDOS & FARMA,"$6,755",20057155-6,0,SALES DE REHIDRATACION,#N/D,
BIOFLUIDOS & FARMA,SOLINSA FEBRERO,20057155-6,SALES DE REHIDRATACION 60 MEQ SOL ORL FCO*500ML (PEDIASOL UVA ZINC 60) - BIOFLUIDOS & FARMA,"$6,755",20057155-6,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020097-6,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX COCO + ZINC) - ABBOTT,"$7,999",20020097-6,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020097-6,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX COCO + ZINC) - ABBOTT,"$7,999",20020097-6,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020097-6,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX COCO + ZINC) - ABBOTT,"$7,999",20020097-6,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020097-1,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX MANZANA + ZINC) - ABBOTT,"$7,999",20020097-1,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020097-1,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX MANZANA + ZINC) - ABBOTT,"$7,999",20020097-1,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020097-1,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX MANZANA + ZINC) - ABBOTT,"$7,999",20020097-1,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020097-1,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX MANZANA + ZINC) - ABBOTT,"$7,999",20020097-1,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020097-2,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX UVA + ZINC) - ABBOTT,"$7,999",20020097-2,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020097-2,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX UVA + ZINC) - ABBOTT,"$7,999",20020097-2,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020097-2,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX UVA + ZINC) - ABBOTT,"$7,999",20020097-2,0,SALES DE REHIDRATACION,#N/D,
ABBOTT,SOLINSA FEBRERO,20020097-2,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX UVA + ZINC) - ABBOTT,"$7,999",20020097-2,0,SALES DE REHIDRATACION,#N/D,
TECNOQUIMICAS,SOLINSA FEBRERO,20039588-1,SALES DE REHIDRATACION 75 MEQ SOL ORL FCO*400ML (HIDRAPLUS CEREZA + ZINC) - TECNOQUIMICAS,"$7,440",20039588-1,0,SALES DE REHIDRATACION,#N/D,
TECNOQUIMICAS,SOLINSA FEBRERO,20039588-1,SALES DE REHIDRATACION 75 MEQ SOL ORL FCO*400ML (HIDRAPLUS CEREZA + ZINC) - TECNOQUIMICAS,"$7,440",20039588-1,0,SALES DE REHIDRATACION,#N/D,
BIOFLUIDOS & FARMA,SOLINSA FEBRERO,20071870-4,SALES DE REHIDRATACION 75 MEQ SOL ORL FCO*500ML (PEDIASOL UVA ZINC 75) - BIOFLUIDOS & FARMA,"$6,755",20071870-4,0,SALES DE REHIDRATACION,#N/D,
BIOFLUIDOS & FARMA,SOLINSA FEBRERO,20071870-4,SALES DE REHIDRATACION 75 MEQ SOL ORL FCO*500ML (PEDIASOL UVA ZINC 75) - BIOFLUIDOS & FARMA,"$6,755",20071870-4,0,SALES DE REHIDRATACION,#N/D,
LABQUIFAR,SOLINSA FEBRERO,19942966-2,SALES DE REHIDRATACION POL ORL C*50 SOB X 20.6G (SALYDRAT) - LABQUIFAR,"$1,495",19942966-2,0,SALES DE REHIDRATACION,#N/D,
LABQUIFAR,SOLINSA FEBRERO,19942966-2,SALES DE REHIDRATACION POL ORL C*50 SOB X 20.6G (SALYDRAT) - LABQUIFAR,"$1,495",19942966-2,0,SALES DE REHIDRATACION,#N/D,
LABINCO,SOLINSA FEBRERO,19976587-3,SALES DE REHIDRATACION VARIOS POL ORL SOBX20.7G CX30 (SOLHIDREX CEREZA) - LABINCO,"$1,750",19976587-3,0,SALES DE REHIDRATACION,#N/D,
GERCO,SOLINSA FEBRERO,19963799-2,SALICILATO DE METILO 7G/100ML CREM TOP PTEX60G (FORZ 7%) - GERCO,"$24,977",19963799-2,0,SALICILATO DE METILO,#N/D,
GERCO,SOLINSA FEBRERO,19963799-2,SALICILATO DE METILO 7G/100ML CREM TOP PTEX60G (FORZ 7%) - GERCO,"$24,977",19963799-2,0,SALICILATO DE METILO,#N/D,
GERCO,SOLINSA FEBRERO,19963799-2,SALICILATO DE METILO 7G/100ML CREM TOP PTEX60G (FORZ 7%) - GERCO,"$24,977",19963799-2,0,SALICILATO DE METILO,#N/D,
GERCO,SOLINSA FEBRERO,19963799-3,SALICILATO DE METILO 7G/100ML CREM TOP TUBX30G CX1 (FORZ) - GERCO,"$23,306",19963799-3,0,SALICILATO DE METILO,#N/D,
GERCO,SOLINSA FEBRERO,19963799-3,SALICILATO DE METILO 7G/100ML CREM TOP TUBX30G CX1 (FORZ) - GERCO,"$23,306",19963799-3,0,SALICILATO DE METILO,#N/D,
GENFAR,SOLINSA FEBRERO,19993674-1,SECNIDAZOL 1G TAB CX2 - GENFAR,"$1,480",19993674-1,0,SECNIDAZOL,#N/D,
GENFAR,SOLINSA FEBRERO,19993674-1,SECNIDAZOL 1G TAB CX2 - GENFAR,"$1,480",19993674-1,0,SECNIDAZOL,#N/D,
GENFAR,SOLINSA FEBRERO,19993674-1,SECNIDAZOL 1G TAB CX2 - GENFAR,"$1,480",19993674-1,0,SECNIDAZOL,#N/D,
TECNOQUIMICAS,SOLINSA FEBRERO,19903653-1,SECNIDAZOL 1G TAB CX2 - TECNOQUIMICAS,"$3,925",19903653-1,0,SECNIDAZOL,#N/D,
TECNOQUIMICAS,SOLINSA FEBRERO,19903653-1,SECNIDAZOL 1G TAB CX2 - TECNOQUIMICAS,"$3,925",19903653-1,0,SECNIDAZOL,#N/D,
TECNOQUIMICAS,SOLINSA FEBRERO,19903653-1,SECNIDAZOL 1G TAB CX2 - TECNOQUIMICAS,"$3,925",19903653-1,0,SECNIDAZOL,#N/D,
BIOQUIFAR,SOLINSA FEBRERO,19937585-3,SECNIDAZOL 500MG TAB CX100 (SEAMIB) - BIOQUIFAR,$263,19937585-3,0,SECNIDAZOL,#N/D,
BIOQUIFAR,SOLINSA FEBRERO,19937585-3,SECNIDAZOL 500MG TAB CX100 (SEAMIB) - BIOQUIFAR,$263,19937585-3,0,SECNIDAZOL,#N/D,
BIOQUIFAR,SOLINSA FEBRERO,19937585-3,SECNIDAZOL 500MG TAB CX100 (SEAMIB) - BIOQUIFAR,$263,19937585-3,0,SECNIDAZOL,#N/D,
BIOQUIFAR,SOLINSA FEBRERO,19937585-3,SECNIDAZOL 500MG TAB CX100 (SEAMIB) - BIOQUIFAR,$263,19937585-3,0,SECNIDAZOL,#N/D,
NOVARTIS,SOLINSA FEBRERO,20082591-10,SECUKINUMAB 300MG/2ML SOL INY C*1 PEN X 2ML (COSENTYX) - NOVARTIS,"$3,390,000",20082591-10,0,SECUKINUMAB,#N/D,
NOVARTIS,SOLINSA FEBRERO,20082591-10,SECUKINUMAB 300MG/2ML SOL INY C*1 PEN X 2ML (COSENTYX) - NOVARTIS,"$3,390,000",20082591-10,0,SECUKINUMAB,#N/D,
NOVARTIS,SOLINSA FEBRERO,20082591-10,SECUKINUMAB 300MG/2ML SOL INY C*1 PEN X 2ML (COSENTYX) - NOVARTIS,"$3,390,000",20082591-10,0,SECUKINUMAB,#N/D,
NOVARTIS,SOLINSA FEBRERO,20082591-10,SECUKINUMAB 300MG/2ML SOL INY C*1 PEN X 2ML (COSENTYX) - NOVARTIS,"$3,390,000",20082591-10,0,SECUKINUMAB,#N/D,
JANSSEN,SOLINSA FEBRERO,20173530-1,SELEXIPAG 200MCG TAB CX140 (UPTRAVI) - JANSSEN,"$48,000",20173530-1,0,SELEXIPAG,#N/D,
JANSSEN,SOLINSA FEBRERO,20173530-3,SELEXIPAG 400MCG TAB CX60 (UPTRAVI) - JANSSEN,"$96,000",20173530-3,0,SELEXIPAG,#N/D,
JANSSEN,SOLINSA FEBRERO,20173530-5,SELEXIPAG 800MCG TAB CX60 (UPTRAVI) - JANSSEN,"$192,000",20173530-5,0,SELEXIPAG,#N/D,
SKINDRUG,SOLINSA FEBRERO,20095772-1,SERTACONAZOL 2G/100G CREM TOP C*1 TUB X 20G (XERTACOL) - SKINDRUG,"$35,000",20095772-1,0,SERTACONAZOL,#N/D,
SKINDRUG,SOLINSA FEBRERO,20095772-1,SERTACONAZOL 2G/100G CREM TOP C*1 TUB X 20G (XERTACOL) - SKINDRUG,"$35,000",20095772-1,0,SERTACONAZOL,#N/D,
FERRER INTERNACIONAL S.A.,SOLINSA FEBRERO,19971199-1,SERTACONAZOL 300MG OVUL VAG CX1 (ZALAIN) - FERRER INTERNACIONAL S.A.,"$96,000",19971199-1,0,SERTACONAZOL,#N/D,
LAFRANCOL,SOLINSA FEBRERO,20135075-1,SERTACONAZOL 500MG OVUL VAG CX1 + APLIC (SEMAZIN FORTE) - LAFRANCOL,"$67,315",20135075-1,0,SERTACONAZOL,#N/D,
LAFRANCOL,SOLINSA FEBRERO,20135075-1,SERTACONAZOL 500MG OVUL VAG CX1 + APLIC (SEMAZIN FORTE) - LAFRANCOL,"$67,315",20135075-1,0,SERTACONAZOL,#N/D,
LAFRANCOL,SOLINSA FEBRERO,20135075-1,SERTACONAZOL 500MG OVUL VAG CX1 + APLIC (SEMAZIN FORTE) - LAFRANCOL,"$67,315",20135075-1,0,SERTACONAZOL,#N/D,
LAFRANCOL,SOLINSA FEBRERO,20135075-1,SERTACONAZOL 500MG OVUL VAG CX1 + APLIC (SEMAZIN FORTE) - LAFRANCOL,"$67,315",20135075-1,0,SERTACONAZOL,#N/D,
GENFAR,SOLINSA FEBRERO,19932578-1,SERTRALINA 100MG TAB CX10 - GENFAR,$215,19932578-1,0,SERTRALINA,#N/D,
ASPEN,SOLINSA FEBRERO,19929758-4,SERTRALINA 100MG TAB CX10 (ZOLOF) - ASPEN,"$9,756",19929758-4,0,SERTRALINA,#N/D,
ASPEN,SOLINSA FEBRERO,19929758-4,SERTRALINA 100MG TAB CX10 (ZOLOF) - ASPEN,"$9,756",19929758-4,0,SERTRALINA,#N/D,
ASPEN,SOLINSA FEBRERO,19929758-4,SERTRALINA 100MG TAB CX10 (ZOLOF) - ASPEN,"$9,756",19929758-4,0,SERTRALINA,#N/D,
ASPEN,SOLINSA FEBRERO,19929758-4,SERTRALINA 100MG TAB CX10 (ZOLOF) - ASPEN,"$9,756",19929758-4,0,SERTRALINA,#N/D,
ASPEN,SOLINSA FEBRERO,20194539-1,SERTRALINA 20MG/ML (2%) SOL ORL FCOX60ML CX1 (ZOLOF) - ASPEN,"$175,900",20194539-1,0,SERTRALINA,#N/D,
ASPEN,SOLINSA FEBRERO,20194539-1,SERTRALINA 20MG/ML (2%) SOL ORL FCOX60ML CX1 (ZOLOF) - ASPEN,"$175,900",20194539-1,0,SERTRALINA,#N/D,
MONTE VERDE,SOLINSA FEBRERO,19942450-15,SERTRALINA 25MG TAB CX10 (DOMINIUM) - MONTE VERDE,"$2,400",19942450-15,0,SERTRALINA,#N/D,
MONTE VERDE,SOLINSA FEBRERO,19942450-15,SERTRALINA 25MG TAB CX10 (DOMINIUM) - MONTE VERDE,"$2,400",19942450-15,0,SERTRALINA,#N/D,
MONTE VERDE,SOLINSA FEBRERO,19942450-15,SERTRALINA 25MG TAB CX10 (DOMINIUM) - MONTE VERDE,"$2,400",19942450-15,0,SERTRALINA,#N/D,
AUROBINDO,SOLINSA FEBRERO,19973237-1,SERTRALINA 50MG TAB CX28 (AURASERT) - AUROBINDO,$123,19973237-1,0,SERTRALINA,#N/D,
ASPEN,SOLINSA FEBRERO,37054-5,SERTRALINA 50MG TAB CX30 (ZOLOF) - ASPEN,"$4,574",37054-5,0,SERTRALINA,#N/D,
ASPEN,SOLINSA FEBRERO,37054-5,SERTRALINA 50MG TAB CX30 (ZOLOF) - ASPEN,"$4,574",37054-5,0,SERTRALINA,#N/D,
ASPEN,SOLINSA FEBRERO,37054-5,SERTRALINA 50MG TAB CX30 (ZOLOF) - ASPEN,"$4,574",37054-5,0,SERTRALINA,#N/D,
GENFAR,SOLINSA FEBRERO,19932573-3,SERTRALINA 50MG TAB CX300 - GENFAR,$95,19932573-3,0,SERTRALINA,#N/D,
GENFAR,SOLINSA FEBRERO,19932573-3,SERTRALINA 50MG TAB CX300 - GENFAR,$95,19932573-3,0,SERTRALINA,#N/D,
GENFAR,SOLINSA FEBRERO,19932573-3,SERTRALINA 50MG TAB CX300 - GENFAR,$95,19932573-3,0,SERTRALINA,#N/D,
MEGALABS,SOLINSA FEBRERO,20076357-9,SEVELAMER CARBONATO 800MG TAB CX60 (RANLAT) - MEGALABS,"$4,265",20076357-9,0,SEVELAMER CARBONATO,#N/D,
MEGALABS,SOLINSA FEBRERO,20076357-9,SEVELAMER CARBONATO 800MG TAB CX60 (RANLAT) - MEGALABS,"$4,265",20076357-9,0,SEVELAMER CARBONATO,#N/D,
MEGALABS,SOLINSA FEBRERO,20076357-9,SEVELAMER CARBONATO 800MG TAB CX60 (RANLAT) - MEGALABS,"$4,265",20076357-9,0,SEVELAMER CARBONATO,#N/D,
MEGALABS,SOLINSA FEBRERO,20076357-9,SEVELAMER CARBONATO 800MG TAB CX60 (RANLAT) - MEGALABS,"$4,265",20076357-9,0,SEVELAMER CARBONATO,#N/D,
MEGALABS,SOLINSA FEBRERO,20076357-9,SEVELAMER CARBONATO 800MG TAB CX60 (RANLAT) - MEGALABS,"$4,265",20076357-9,0,SEVELAMER CARBONATO,#N/D,
EMCURE PHARMACEUTICALS,SOLINSA FEBRERO,20024886-5,SEVELAMER HCL 800MG TAB CX90 (DILUTASE) - EMCURE PHARMACEUTICALS,"$1,658",20024886-5,0,SEVELAMER HCL,#N/D,
EMCURE PHARMACEUTICALS,SOLINSA FEBRERO,20024886-5,SEVELAMER HCL 800MG TAB CX90 (DILUTASE) - EMCURE PHARMACEUTICALS,"$1,658",20024886-5,0,SEVELAMER HCL,#N/D,
BAXTER,SOLINSA FEBRERO,19975402-1,SEVOFLURANO 1ML/ML (100%) SOL INH FCO*250ML - BAXTER,"$280,000",19975402-1,0,SEVOFLURANO,344772,
BAXTER,SOLINSA FEBRERO,19975402-1,SEVOFLURANO 1ML/ML (100%) SOL INH FCO*250ML - BAXTER,"$280,000",19975402-1,0,SEVOFLURANO,344772,
ABBVIE,SOLINSA FEBRERO,58816-2,SEVOFLURANO 1ML/ML (100%) SOL INH FCO*250ML (SEVORANE QUICK FILL) - ABBVIE,"$263,970",58816-2,0,SEVOFLURANO,344772,
ABBVIE,SOLINSA FEBRERO,58816-2,SEVOFLURANO 1ML/ML (100%) SOL INH FCO*250ML (SEVORANE QUICK FILL) - ABBVIE,"$263,970",58816-2,0,SEVOFLURANO,344772,
ABBVIE,SOLINSA FEBRERO,58816-1,SEVOFLURANO 1ML/ML (100%) SOL INH FCOX250ML CX1 (SEVORANE) - ABBVIE,"$263,970",58816-1,0,SEVOFLURANO,344772,
ABBVIE,SOLINSA FEBRERO,58816-1,SEVOFLURANO 1ML/ML (100%) SOL INH FCOX250ML CX1 (SEVORANE) - ABBVIE,"$263,970",58816-1,0,SEVOFLURANO,344772,
ABBVIE,SOLINSA FEBRERO,58816-1,SEVOFLURANO 1ML/ML (100%) SOL INH FCOX250ML CX1 (SEVORANE) - ABBVIE,"$263,970",58816-1,0,SEVOFLURANO,344772,
ABBVIE,SOLINSA FEBRERO,58816-1,SEVOFLURANO 1ML/ML (100%) SOL INH FCOX250ML CX1 (SEVORANE) - ABBVIE,"$263,970",58816-1,0,SEVOFLURANO,344772,
GENFAR,SOLINSA FEBRERO,19917631-3,SILDENAFIL 100MG TAB CX1 - GENFAR,"$1,150",19917631-3,0,SILDENAFIL,#N/D,
GENFAR,SOLINSA FEBRERO,19917631-3,SILDENAFIL 100MG TAB CX1 - GENFAR,"$1,150",19917631-3,0,SILDENAFIL,#N/D,
GENFAR,SOLINSA FEBRERO,19917631-3,SILDENAFIL 100MG TAB CX1 - GENFAR,"$1,150",19917631-3,0,SILDENAFIL,#N/D,
GENFAR,SOLINSA FEBRERO,19917631-3,SILDENAFIL 100MG TAB CX1 - GENFAR,"$1,150",19917631-3,0,SILDENAFIL,#N/D,
GENFAR,SOLINSA FEBRERO,19917631-3,SILDENAFIL 100MG TAB CX1 - GENFAR,"$1,150",19917631-3,0,SILDENAFIL,#N/D,
THE LABS,SOLINSA FEBRERO,20190010-1,SILDENAFIL 20MG TAB CX90 (SINDEVALFIR) - THE LABS,"$7,917",20190010-1,0,SILDENAFIL,#N/D,
THE LABS,SOLINSA FEBRERO,20190010-1,SILDENAFIL 20MG TAB CX90 (SINDEVALFIR) - THE LABS,"$7,917",20190010-1,0,SILDENAFIL,#N/D,
THE LABS,SOLINSA FEBRERO,20190010-1,SILDENAFIL 20MG TAB CX90 (SINDEVALFIR) - THE LABS,"$7,917",20190010-1,0,SILDENAFIL,#N/D,
THE LABS,SOLINSA FEBRERO,20190010-1,SILDENAFIL 20MG TAB CX90 (SINDEVALFIR) - THE LABS,"$7,917",20190010-1,0,SILDENAFIL,#N/D,
THE LABS,SOLINSA FEBRERO,20190010-1,SILDENAFIL 20MG TAB CX90 (SINDEVALFIR) - THE LABS,"$7,917",20190010-1,0,SILDENAFIL,#N/D,
THE LABS,SOLINSA FEBRERO,20190010-1,SILDENAFIL 20MG TAB CX90 (SINDEVALFIR) - THE LABS,"$7,917",20190010-1,0,SILDENAFIL,#N/D,
THE LABS,SOLINSA FEBRERO,20190010-1,SILDENAFIL 20MG TAB CX90 (SINDEVALFIR) - THE LABS,"$7,917",20190010-1,0,SILDENAFIL,#N/D,
GENFAR,SOLINSA FEBRERO,20118033-2,SILDENAFIL 25MG TAB CX4 - GENFAR,$450,20118033-2,0,SILDENAFIL,#N/D,
GENFAR,SOLINSA FEBRERO,20118033-2,SILDENAFIL 25MG TAB CX4 - GENFAR,$450,20118033-2,0,SILDENAFIL,#N/D,
GENFAR,SOLINSA FEBRERO,20118033-2,SILDENAFIL 25MG TAB CX4 - GENFAR,$450,20118033-2,0,SILDENAFIL,#N/D,
BUSSIE,SOLINSA FEBRERO,19914377-3,SILDENAFIL 50MG TAB CX100 - BUSSIE,$193,19914377-3,0,SILDENAFIL,#N/D,
BUSSIE,SOLINSA FEBRERO,19914377-3,SILDENAFIL 50MG TAB CX100 - BUSSIE,$193,19914377-3,0,SILDENAFIL,#N/D,
ASPEN,SOLINSA FEBRERO,225487-11,SILDENAFIL 50MG TAB CX4 (VIAGRA) - ASPEN,"$14,706",225487-11,0,SILDENAFIL,#N/D,
ASPEN,SOLINSA FEBRERO,225487-11,SILDENAFIL 50MG TAB CX4 (VIAGRA) - ASPEN,"$14,706",225487-11,0,SILDENAFIL,#N/D,
MSN,SOLINSA FEBRERO,20070806-4,SILODOSINA 8MG CAP CX30 (SILOTRIF) - MSN,"$4,698",20070806-4,0,SILODOSINA,5945,
MSN,SOLINSA FEBRERO,20070806-4,SILODOSINA 8MG CAP CX30 (SILOTRIF) - MSN,"$4,698",20070806-4,0,SILODOSINA,5945,
MSN,SOLINSA FEBRERO,20070806-4,SILODOSINA 8MG CAP CX30 (SILOTRIF) - MSN,"$4,698",20070806-4,0,SILODOSINA,5945,
MSN,SOLINSA FEBRERO,20070806-4,SILODOSINA 8MG CAP CX30 (SILOTRIF) - MSN,"$4,698",20070806-4,0,SILODOSINA,5945,
MSN,SOLINSA FEBRERO,20070806-4,SILODOSINA 8MG CAP CX30 (SILOTRIF) - MSN,"$4,698",20070806-4,0,SILODOSINA,5945,
MSN,SOLINSA FEBRERO,20070806-4,SILODOSINA 8MG CAP CX30 (SILOTRIF) - MSN,"$4,698",20070806-4,0,SILODOSINA,5945,
MSN,SOLINSA FEBRERO,20070806-4,SILODOSINA 8MG CAP CX30 (SILOTRIF) - MSN,"$4,698",20070806-4,0,SILODOSINA,5945,
